title,score,developer,publisher
Ninja Gaiden: Dragon Sword,8.3,Team Ninja,Tecmo
Nintendogs: Chihuahua & Friends,8.3,Nintendo,Nintendo
Nintendogs: Dachshund & Friends,8.3,Nintendo,Nintendo
Nintendogs: Dalmatian & Friends,8.3,Nintendo,Nintendo
Nintendogs: Lab & Friends,8.3,Nintendo,Nintendo
Picross 3D,8.3,HAL Labs,Nintendo
Picross DS,8.3,Jupiter Corporation,Nintendo
Professor Layton and the Last Specter,8.3,Level 5,Nintendo
Rhythm Heaven,8.3,Nintendo,Nintendo
Spider-Man: Shattered Dimensions (2010),8.3,Griptonite Games,Activision
Super Scribblenauts,8.3,5TH Cell,Warner Bros. Interactive Entertainment
Viewtiful Joe: Double Trouble!,8.3,Clover Studio,Capcom
Yu-Gi-Oh! 5D's World Championship 2010: Reverse of Arcadia,8.3,Konami,Konami
Age of Empires: The Age of Kings,8.2,Backbone Entertainment,Majesco
Dawn of Discovery,8.2,Blue Byte,Ubisoft
Disgaea: Afternoon of Darkness,8.2,Nippon Ichi Software,Atlus
Dragon Quest VI: Realms of Revelation,8.2,ArtePiazza,Nintendo
DreamWorks Bee Movie Game,8.2,Beenox,Activision
Etrian Odyssey II: Heroes of Lagaard,8.2,Atlus,Atlus
Fossil Fighters,8.2,RED Entertainment,Nintendo
Henry Hatsworth in the Puzzling Adventure,8.2,EA Tiburon,Electronic Arts
KORG DS-10 Synthesizer,8.2,AQ Interactive,XSEED Games
Lunar Knights,8.2,Kojima Productions,Konami
Mario vs. Donkey Kong: Minis March Again!,8.2,Nintendo,Nintendo
Mega Man ZX,8.2,Inti Creates,Capcom
Pokemon Black Version 2,8.2,Game Freak,Nintendo
Pokemon Mystery Dungeon: Blue Rescue Team,8.2,ChunSoft,Nintendo
Puzzle Quest: Challenge of the Warlords,8.2,1st Playable Productions,D3Publisher
Sonic Rush,8.2,Dimps Corporation,Sega
Space Invaders Extreme 2,8.2,Taito Corporation,Square Enix
Starship Defense,8.2,Q-Games,Nintendo
Viva Pinata: Pocket Paradise,8.2,Rare Ltd.,THQ
WarioWare D.I.Y.,8.2,Intelligent Systems,Nintendo
Yoshi's Island DS,8.2,Artoon,Nintendo
Apollo Justice: Ace Attorney,8.1,Capcom,Capcom
Batman: The Brave and the Bold - The Videogame,8.1,WayForward,Warner Bros. Interactive Entertainment
Dragon Quest IV: Chapters of the Chosen,8.1,ArtePiazza,Square Enix
Fire Emblem: Shadow Dragon,8.1,Intelligent Systems,Nintendo
Golden Sun: Dark Dawn,8.1,Camelot Software Planning,Nintendo
I Heart Geeks!,8.1,SevenOne Intermedia,cdv Software
Kingdom Hearts Re:coded,8.1,Square Enix,Square Enix
KORG DS-10 PLUS,8.1,AQ Interactive,XSEED Games
LEGO Battles: Ninjago,8.1,Hellbent Games,Warner Bros. Interactive Entertainment
Mario & Sonic at the Olympic Winter Games,8.1,Sega Sports R&D,Sega
Ninjatown,8.1,Venan Entertainment,SouthPeak Games
Personal Trainer: Cooking,8.1,indieszero,Nintendo
Pokemon Conquest,8.1,Koei Tecmo Games,Nintendo
Pokemon White Version 2,8.1,Game Freak,Nintendo
Pop Island: Paperfield,8.1,odenis studio,odenis studio
Resident Evil: Deadly Silence,8.1,Capcom,Capcom
Sonic & Sega All-Stars Racing,8.1,Sumo Digital,Sega
Sonic Rush Adventure,8.1,Dimps Corporation,Sega
The Legendary Starfy,8.1,TOSE,Nintendo
Trauma Center: Under the Knife,8.1,ITL,Atlus
Ultimate Mortal Kombat,8.1,Other Ocean Interactive,Midway
WarioWare: Touched!,8.1,Intelligent Systems,Nintendo
Worms: Open Warfare 2,8.1,Team17,THQ
Yu-Gi-Oh! GX: Spirit Caller,8.1,Konami,Konami
Ace Attorney Investigations: Miles Edgeworth,8.0,Capcom,Capcom
Aliens: Infestation,8.0,WayForward,Sega
Art Style: BOXLIFE,8.0,Nintendo,Nintendo
Dragon Ball Z: Attack of the Saiyans,8.0,Monolith Soft,Namco Bandai Games
Inazuma Eleven,8.0,Level 5,Level 5
Izuna 2: The Unemployed Ninja Returns,8.0,Ninja Studio,Atlus
Lego Indiana Jones: The Original Adventures,8.0,Traveller's Tales,LucasArts
Lego Rock Band,8.0,TT Fusion,Warner Bros. Interactive Entertainment
LEGO Star Wars: The Complete Saga,8.0,Traveller's Tales,LucasArts
Lufia: Curse of the Sinistrals,8.0,Neverland,Natsume
Mega Man ZX Advent,8.0,Inti Creates,Capcom
Phineas and Ferb,8.0,Altron,Disney Interactive Studios
Pokemon Ranger: Guardian Signs,8.0,Creatures Inc.,Nintendo
Pokemon Trozei!,8.0,Genius Sonority Inc.,Nintendo
Shin Megami Tensei: Strange Journey,8.0,Atlus,Atlus
Sid Meier's Civilization Revolution,8.0,Firaxis Games,2K Games
Sonic Colors,8.0,Sonic Team,Sega
Thor: God of Thunder,8.0,Liquid Entertainment,Sega
Dragon Quest Monsters: Joker 2,7.9,TOSE,Nintendo
Etrian Odyssey,7.9,Atlus,Atlus
Fossil Fighters: Champions,7.9,RED Entertainment,Nintendo
Geometry Wars: Galaxies,7.9,Kuju Entertainment,Sierra Entertainment
Mario vs. Donkey Kong: Mini-Land Mayhem,7.9,Nintendo Software Technology,Nintendo
Metroid Prime Pinball,7.9,Fuse Games Limited,Nintendo
Rock Band 3,7.9,Harmonix Music Systems,MTV Games
Scribblenauts,7.9,5TH Cell,Warner Bros. Interactive Entertainment
Shin Megami Tensei: Devil Survivor 2,7.9,Atlus,Atlus
Spider-Man 3,7.9,Treyarch,Activision
Super Princess Peach,7.9,TOSE,Nintendo
Tony Hawk's Proving Ground,7.9,Neversoft Entertainment,Activision
Trauma Center: Under the Knife 2,7.9,Vanguard,Atlus
Age of Empires: Mythologies,7.8,Griptonite Games,THQ
AlphaBounce,7.8,Mad Monkey Studio,Motion Twin
Anno 1701: Dawn of Discovery,7.8,Sunflowers Interactive,Ubisoft
Big Bang Mini,7.8,Arkedo Studio,SouthPeak Games
Broken Sword: Shadow of the Templars,7.8,Revolution Software,Ubisoft
Chibi-Robo! Park Patrol,7.8,Skip Ltd.,Nintendo
de Blob 2,7.8,Blue Tongue Entertainment,THQ
Dragon Ball: Origins,7.8,Game Republic,Atari SA
Harvest Moon DS: Grand Bazaar,7.8,Marvelous Entertainment,Natsume
Jagged Alliance,7.8,Cypron Studios,Empire Interactive
Kirby: Squeak Squad,7.8,Flagship,Nintendo
Mario Party DS,7.8,Hudson Soft,Nintendo
Need for Speed: ProStreet,7.8,EA Black Box,EA Games
Pokemon Ranger: Shadows of Almia,7.8,Creatures Inc.,Nintendo
Robocalypse,7.8,Vogster,Tecmo
Rondo of Swords,7.8,Success,Atlus
Rune Factory: A Fantasy Harvest Moon,7.8,Neverland,Natsume
Sonic Classic Collection,7.8,Creative Assembly,Sega
Soul Bubbles,7.8,Mekensleep,Eidos Interactive
Soul of Darkness,7.8,Gameloft,Gameloft
Star Wars Episode III: Revenge of the Sith,7.8,Double Helix Games,LucasArts
The Urbz: Sims in the City,7.8,Maxis,EA Games
WWE SmackDown vs. Raw 2010,7.8,Yuke's,THQ
Brain Age 2: More Training in Minutes a Day,7.7,Nintendo,Nintendo
Brain Age: Train Your Brain in Minutes a Day!,7.7,Nintendo,Nintendo
Dementium: The Ward,7.7,Renegade Kid,Gamecock Media Group
Digimon World DS,7.7,Bec,Namco Bandai Games
DK: Jungle Climber,7.7,Paon Corporation,Nintendo
FIFA 08 Soccer,7.7,EA Canada,EA Sports
Final Fantasy Crystal Chronicles: Ring of Fates,7.7,Square Enix,Square Enix
Harvest Moon DS: Sunshine Islands,7.7,Marvelous Entertainment,Natsume
Heroes of Mana,7.7,Brownie Brown,Square Enix
Mario Hoops: 3 on 3,7.7,Square Enix,Nintendo
Number Battle,7.7,Nintendo,Nintendo
Retro Game Challenge,7.7,indieszero,XSEED Games
Rune Factory 2: A Fantasy Harvest Moon,7.7,Neverland,Natsume
Spider-Man: Web of Shadows,7.7,Shaba Games,Activision
Suikoden Tierkreis,7.7,Konami,Konami
Yu-Gi-Oh! Nightmare Troubadour,7.7,Konami,Konami
Dr. Mario Express,7.6,Arika,Nintendo
Fighting Fantasy: The Warlock of Firetop Mountain,7.6,Big Blue Bubble Inc.,Aspyr
Harvest Moon DS,7.6,TOSE,Natsume
Mario vs. Donkey Kong 2: March of the Minis,7.6,Nintendo Software Technology,Nintendo
Mystery Dungeon: Shiren the Wanderer,7.6,ChunSoft,Sega
Star Fox Command,7.6,Q-Games,Nintendo
Super Robot Taisen OG Saga: Endless Frontier,7.6,Monolith Soft,Atlus
Tony Hawk's Downhill Jam,7.6,Toys for Bob,Activision
Yu-Gi-Oh! World Championship 2007,7.6,Konami,Konami
Asphalt: Urban GT,7.5,Gameloft,Gameloft
Bleach: The 3rd Phantom,7.5,Tom Create,Sega
Call of Duty 4: Modern Warfare,7.5,Infinity Ward,Activision
Call of Duty: World at War,7.5,Treyarch,Activision
Cooking Mama 3: Shop & Chop,7.5,Office Create,Majesco
Dragon Ball Z: Supersonic Warriors 2,7.5,Arc System Works,Atari SA
Dragon Quest Monsters: Joker,7.5,TOSE,Square Enix
Drawn to Life: The Next Chapter,7.5,Planet Moon Studios,THQ
Feel the Magic: XY/XX,7.5,Sonic Team,Sega
FIFA 06: Road to FIFA World Cup,7.5,EA Canada,EA Sports
Final Fantasy Crystal Chronicles: Echoes of Time,7.5,Square Enix,Square Enix
Final Fantasy Fables: Chocobo Tales,7.5,h.a.n.d. Inc.,Square Enix
Mega Man Star Force 3: Black Ace,7.5,Capcom,Capcom
Monster Lab,7.5,Backbone Entertainment,Eidos Interactive
Nanostray 2,7.5,Shin'en,Majesco
Orcs & Elves,7.5,Fountainhead Entertainment,Electronic Arts
Bust-A-Move DS,7.5,Happy Happening,Majesco
Puzzle Quest: Galactrix,7.5,Infinite Interactive,D3Publisher
Rhapsody: A Musical Adventure,7.5,Nippon Ichi Software,NIS America
Trace Memory,7.5,Cing,Nintendo
TrackMania DS,7.5,Firebrand Games,Atlus
Big Brain Academy,7.4,Nintendo,Nintendo
Bomberman Land Touch! 2,7.4,Hudson Soft,Hudson Entertainment
Call of Duty: Black Ops,7.4,Treyarch,Activision
Custom Robo Arena,7.4,Noise Inc.,Nintendo
Digimon World: Dawn,7.4,Bec,Namco Bandai Games
Digimon World: Dusk,7.4,Bec,Namco Bandai Games
Dinosaur King,7.4,Climax Entertainment,Sega
Drawn to Life,7.4,5TH Cell,THQ
LEGO Battles,7.4,Hellbent Games,Warner Bros. Interactive Entertainment
Lost in Blue,7.4,Konami Computer Entertainment Hawaii,Konami
Moon (2009),7.4,Renegade Kid,Mastiff
Puzzle Quest 2,7.4,Infinite Interactive,D3Publisher
Sonic Chronicles: The Dark Brotherhood,7.4,BioWare,Sega
Spectrobes: Beyond the Portals,7.4,Jupiter Corporation,Disney Interactive Studios
Valkyrie Profile: Covenant of the Plume,7.4,Tri-Ace,Square Enix
Bakugan Battle Brawlers,7.3,Now Production,Activision
Call of Duty: Modern Warfare - Mobilized,7.3,n-Space,Activision
Crash of the Titans,7.3,Radical Entertainment,Sierra Entertainment
Glory Days 2,7.3,odenis studio,Eidos Interactive
Pac-Pix,7.3,Namco,Namco
Polarium,7.3,Mitchell,Nintendo
Summon Night: Twin Age,7.3,Flight-Plan,Atlus
Super Monkey Ball: Touch & Roll,7.3,Sega,Sega
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,7.3,KCE Studios,Konami
The Sims 3,7.3,The Sims Studio,Electronic Arts
Yoshi Touch & Go,7.3,Nintendo,Nintendo
Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,7.3,Konami,Konami
Bionicle Heroes,7.2,Traveller's Tales,Eidos Interactive
Brothers In Arms DS,7.2,Gameloft,Ubisoft
Cooking Mama,7.2,Office Create,Majesco
FIFA 07 Soccer,7.2,EA Sports,EA Sports
Front Mission,7.2,Square Enix,Square Enix
Guitar Hero: On Tour Decades,7.2,Vicarious Visions,Activision
LEGO Harry Potter: Years 1-4,7.2,Traveller's Tales,Warner Bros. Interactive Entertainment
Mario & Sonic at the Olympic Games,7.2,Sega Sports R&D,Sega
Nostalgia (2009),7.2,Matrix Software,Ignition Entertainment
Skate It,7.2,Electronic Arts,Electronic Arts
Spider-Man: Friend or Foe,7.2,Next Level Games,Activision
Theme Park,7.2,EA Japan Studio,EA Games
Drawn to Life: SpongeBob SquarePants Edition,7.1,Altron,THQ
DreamWorks Kung Fu Panda (2008),7.1,Vicarious Visions,Activision
FIFA World Cup: Germany 2006,7.1,EA Canada,Electronic Arts
Glory of Heracles,7.1,Paon Corporation,Nintendo
Guitar Hero: On Tour,7.1,Vicarious Visions,Activision
Magical Starsign,7.1,Brownie Brown,Nintendo
Nanostray,7.1,Shin'en,Majesco
Phantasy Star Zero,7.1,Sonic Team,Sega
Transformers: The Game,7.1,Traveller's Tales,Activision
100 Classic Books,7.0,Genius Sonority Inc.,Nintendo
Art Style: AQUIA,7.0,Skip Ltd.,Nintendo
Assassin's Creed II: Discovery,7.0,Griptonite Games,Ubisoft
Atelier Annie: Alchemists of Sera Island,7.0,Gust,NIS America
Beat City,7.0,Universomo,THQ
Blood Stone: 007,7.0,Bizarre Creations,Activision
Disney's Kim Possible: Global Gemini,7.0,Artificial Mind and Movement,Buena Vista Games
Harvest Moon: The Tale of Two Towns,7.0,Marvelous Entertainment,Natsume
Luminous Arc,7.0,Imageepoch,Atlus
Monster Racers,7.0,Koei,UFO Interactive
Mr. Driller: Drill Spirits,7.0,Namco,Namco
Need for Speed: Nitro,7.0,EA Montreal,EA Games
Nervous Brickdown,7.0,Arkedo Studio,Eidos Interactive
Pac-Man World 3,7.0,Blitz Games,Namco
Photo Dojo,7.0,Nintendo,Nintendo
Rabbids Go Home,7.0,Ubisoft Montpellier,Ubisoft
DreamWorks Shrek the Third,7.0,7 Studios,Activision
SimAnimals,7.0,Electronic Arts,Electronic Arts
The Simpsons Game,7.0,EA Redwood Shores,EA Games
The Sims 2,7.0,Maxis,EA Games
Earthworm Jim,6.9,Game Titan,Majesco
LEGO Harry Potter: Years 5-7,6.9,Traveller's Tales,Warner Bros. Interactive Entertainment
Magician's Quest: Mysterious Times,6.9,Aquria,Konami
Pokemon Ranger,6.9,HAL Labs,Nintendo
SimCity DS,6.9,Aki Corp.,Electronic Arts
The Last Airbender,6.9,THQ,THQ
Garfield Gets Real,6.8,PAWS,DSI Games
Harry Potter and the Goblet of Fire,6.8,Electronic Arts,Electronic Arts
Lost Magic,6.8,Taito Corporation,Ubisoft
Mega Man Battle Network 5: Double Team DS,6.8,Capcom,Capcom
Spider-Man: Battle for New York,6.8,Torus Games,Activision
The Legend of Spyro: A New Beginning,6.8,Krome Studios,Sierra Entertainment
The Wizard of Oz: Beyond the Yellow Brick Road,6.8,Media.Vision,XSEED Games
Time Hollow,6.8,Tenky,Konami
CrossworDS,6.7,Nuevo Retro Games,Nintendo
GoldenEye 007 (2010),6.7,Eurocom,Activision
Panzer Tactics DS,6.7,Sproing,Conspiracy Entertainment
SpongeBob Squarepants: The Yellow Avenger,6.7,Tantalus,THQ
Ys Book I & II,6.7,Interchannel-Holon,Atlus
Cut the Rope,6.6,ZeptoLab,Chillingo
Disney Pirates of the Caribbean: At World's End,6.6,Eurocom,Disney Interactive Studios
Disney's A Christmas Carol,6.6,Sumo Digital,Disney Interactive Studios
Harvest Moon DS Cute,6.6,Marvelous Entertainment,Natsume
LEGO Star Wars III: The Clone Wars,6.6,Traveller's Tales,LucasArts
DreamWorks Madagascar,6.6,Toys for Bob,Activision
MechAssault: Phantom War,6.6,Backbone Entertainment,Majesco
Mega Man Star Force 2: Zerker x Saurian,6.6,Capcom,Capcom
Need for Speed: Undercover,6.6,EA Vancouver,Electronic Arts
Point Blank DS,6.6,TOSE,Namco Bandai Games
Rayman 2: The Great Escape,6.6,Ubisoft Casablanca,Ubisoft
Tamagotchi Connection: Corner Shop 2,6.6,NanaOn-Sha,Namco Bandai Games
The Sims 2: Castaway,6.6,Maxis,Electronic Arts
Band Hero,6.5,Neversoft Entertainment,Activision
Beyblade: Metal Masters,6.5,Amble,Konami
Children of Mana,6.5,Nex Entertainment,Nintendo
Digimon World Championship,6.5,Epics,Namco Bandai Games
Marvel: Ultimate Alliance 2,6.5,Vicarious Visions,Activision
Mega Man Star Force 3: Red Joker,6.5,Capcom,Capcom
Need for Speed: Underground 2,6.5,EA Canada,Electronic Arts
Spore Creatures,6.5,Griptonite Games,EA Games
Wario: Master of Disguise,6.5,Suzak,Nintendo
Avatar: The Last Airbender - The Burning Earth,6.4,THQ,THQ
Diddy Kong Racing DS,6.4,Rare Ltd.,Nintendo
Exit DS,6.4,Moss,Square Enix
Mega Man Star Force: Pegasus,6.4,Capcom,Capcom
Prince of Persia: The Fallen King,6.4,Ubisoft,Ubisoft
Transformers: Revenge of the Fallen The Mobile Game,6.4,"Luxoflux, Inc.",Activision
Worms: Open Warfare,6.4,Team17,Team17
Eragon,6.3,Stormfront Studios,Sierra Entertainment
Hoshigami: Ruining Blue Earth Remix,6.3,Barnhouse Effect,Aksys Games
Pirates of the Caribbean: Dead Man's Chest,6.3,Griptonite Games,Buena Vista Games
Spectrobes,6.3,Jupiter Corporation,Buena Vista Games
Mega Man Star Force: Dragon,6.2,Capcom,Capcom
Naruto: Path of the Ninja 2,6.2,TOSE,Tomy Corporation
Marvel Super Hero Squad,6.1,Blue Tongue Entertainment,THQ
Mega Man Star Force: Leo,6.1,Capcom,Capcom
Naruto: Ninja Destiny,6.1,DreamFactory,D3Publisher
Star Wars Battlefront: Elite Squadron,6.1,Savage Entertainment,LucasArts
WWE SmackDown vs. Raw 2008,6.1,Yuke's,THQ
7 Wonders II,6.0,MumboJumbo,Avanquest Software
7 Wonders of the Ancient World,6.0,Hot Lava Games,MumboJumbo
EA Playground,6.0,EA Canada,Electronic Arts
Guilty Gear Dust Strikers,6.0,Arc System Works,Majesco
Homie Rollerz,6.0,Webfoot Technologies,Destineer
Percy Jackson and the Olympians: The Lightning Thief,6.0,Griptonite Games,Activision
Lego Indiana Jones 2: The Adventure Continues,5.9,Traveller's Tales,LucasArts
Lunar: Dragon Song,5.9,Japan Art Media (JAM),Ubisoft
Mega Man Star Force 2: Zerker x Ninja,5.9,Capcom,Capcom
Thrillville: Off the Rails,5.9,Frontier Developments,LucasArts
Assassin's Creed: Altair's Chronicles,5.8,Gameloft,Ubisoft
Disney Wizards of Waverly Place,5.8,Black Lantern Studios,Disney Interactive Studios
Fullmetal Alchemist: Dual Sympathy,5.8,Natsume,Destineer
WWE SmackDown vs. Raw 2009,5.8,Yuke's,THQ
Call of Duty: Modern Warfare 3 - Defiance,5.7,n-Space,Activision
Naruto: Path of the Ninja,5.7,TOSE,Tomy Corporation
Rayman Raving Rabbids 2,5.7,Ubisoft Montpellier,Ubisoft
Sherlock Holmes: The Mystery of the Mummy,5.7,Frogwares,DreamCatcher Interactive
The Legend of Spyro: Dawn of the Dragon (2008),5.7,Etranges Libellules,Activision
Iron Man (2008),5.6,Secret Level,Sega
LOL: Never Party Alone!,5.6,Route24,Agetec
DreamWorks Shrek SuperSlam,5.6,Shaba Games,Activision
SpongeBob SquarePants: Creature from the Krusty Krab,5.6,Blitz Games,THQ
The Legend of Spyro: The Eternal Night (Nintendo DS),5.6,Amaze Entertainment,Sierra Entertainment
C.O.P.: The Recruit,5.5,Velez & Dubail,Ubisoft
DreamWorks Madagascar: Escape 2 Africa,5.5,Toys for Bob,Activision
Naruto Shippuden: Ninja Destiny 2,5.5,DreamFactory,Tomy Corporation
Disney/Pixar Cars,5.4,Rainbow Studios,THQ
The Chronicles of Narnia: Prince Caspian,5.4,Traveller's Tales,Disney Interactive Studios
Star Wars: The Force Unleashed II,5.3,LucasArts,LucasArts
WarioWare: Snapped!,5.3,Intelligent Systems,Nintendo
Godzilla: Unleashed - Double Smash,5.2,"Pipeworks Software, Inc.",Atari SA
Zoo Tycoon (2001),5.2,Altron,THQ
Harry Potter and the Order of the Phoenix,5.1,EA Games,EA Games
Need for Speed: Most Wanted (2005),5.1,EA Canada,Electronic Arts
Spyro: Shadow Legacy,5.1,Amaze Entertainment,VU Games
Burnout Legends,4.9,Criterion Games,EA Games
Chicken Shoot,4.9,Destination Software,DSI Games
Power Rangers: Super Legends - 15th Anniversary,4.9,Handheld Games,Disney Interactive Studios
Spore Hero,4.9,Maxis,EA Games
The Sims 2: Pets,4.9,Maxis,EA Games
Carnival Games (2007),4.8,Cat Daddy Games,Global Star Software
Pokemon Dash,4.8,Ambrella,Nintendo
Lego Star Wars II: The Original Trilogy,4.7,Traveller's Tales,LucasArts
101-in-1 Explosive Megamix,4.6,Nordcurrent,Atlus
Inuyasha: Secret of the Divine Jewel,4.6,Art,Namco Bandai Games
Yogi Bear (2010),4.6,1st Playable Productions,D3Publisher
Garfield's Fun Fest,4.4,Black Lantern Studios,DSI Games
Crash Boom Bang!,4.3,Dimps Corporation,Sierra Entertainment
Myst (1995),4.3,Hoplite Research,Empire Interactive
TMNT,4.2,Ubisoft Montreal,Ubisoft
IL-2 Sturmovik: Birds of Prey,4.1,Gaijin Entertainment,505 Games
1 vs. 100 (2008),3.8,ECI,DSI Games
Duke Nukem: Critical Mass,3.5,"Apogee Software, Ltd.",Deep Silver
March of the Penguins,3.4,Skyworks Technologies,DSI Games
AniMates,3.3,DreamCatcher Interactive,DreamCatcher Interactive
Superman Returns,3.3,EA Tiburon,EA Games
Deal or No Deal,3.1,Artefacts Studio,Destination Software
Thundercats (2012),2.8,Aspect,Namco Bandai Games
Elf Bowling 1 & 2,2.3,Black Lantern Studios,Ignition Entertainment
007: Quantum of Solace (Nintendo DS),,Vicarious Visions,Activision
1001 BlockBusters,,,Selectsoft
1950s Lawn Mower Kids,,Zordix,Zordix
3D Mahjong,,Cosmigo,Cosmigo
99Bullets,,EnjoyUp Games,EnjoyUp Games
99Seconds,,EnjoyUp Games,EnjoyUp Games
A Witch's Tale,,Hit Maker,NIS America
Abyss (2012),,EnjoyUp Games,EnjoyUp Games
Adventure Time: Hey Ice King! Why'd You Steal Our Garbage?!!,,WayForward,D3Publisher
Again: Interactive Crime Novel,,Cing,Tecmo
Agatha Christie: The ABC Murders (2009),,Black Lantern Studios,DreamCatcher Interactive
Air Traffic Chaos,,Sonic Powered,Majesco
AiRace,,NoWay Studio,QubicGames
AiRace: Tunnel,,NoWay Studio,QubicGames
